node_id,pca_1,pca_2,true_label,model
12543,-2.6016202,-2.0175877,30,GCN
163484,5.8356466,-0.9170072,19,GCN
85942,2.5134025,3.4779606,24,GCN
30263,-1.8424404,-0.6616292,24,GCN
151747,-1.3288934,5.474335,16,GCN
36884,3.7895236,-3.7343762,34,GCN
141474,3.689836,4.9524636,10,GCN
31156,-2.5372877,-0.1995449,24,GCN
151638,-1.6570466,-0.44093657,30,GCN
112109,-1.6351671,3.0965233,24,GCN
119745,1.2330728,0.02318573,24,GCN
136232,-3.10245,-0.39926457,16,GCN
2244,2.3718038,-0.7660079,28,GCN
80142,2.0235066,-0.7598467,24,GCN
149028,-1.9054534,-0.49557424,24,GCN
81461,-1.8667984,1.4331794,16,GCN
144955,3.544292,-1.461434,5,GCN
47726,-0.4582262,-2.8793468,28,GCN
3102,-4.239215,-1.3717804,16,GCN
83272,2.9846358,-2.2900946,28,GCN
145437,-0.75822616,0.9580922,25,GCN
95235,-2.8701925,-0.99760437,30,GCN
31685,4.07012,-0.21230006,28,GCN
68392,0.35715246,2.4246206,27,GCN
144999,1.2963338,-2.6190143,2,GCN
88664,1.5968075,0.27530646,24,GCN
129102,3.0288067,1.8656616,4,GCN
22340,-1.8495841,-2.1980429,24,GCN
28294,-1.6113839,3.2484345,16,GCN
13046,-2.8793244,0.38613176,16,GCN
64899,1.7285194,4.830886,27,GCN
25931,-3.29152,-0.3648529,31,GCN
71458,0.9028759,2.2939558,24,GCN
90018,-1.5053084,0.5287614,16,GCN
35521,-1.4233551,0.39771152,24,GCN
135623,-3.5400069,-1.4030377,16,GCN
6442,-0.56519437,0.50751185,24,GCN
28533,-3.7127275,0.09411597,16,GCN
39142,2.340807,6.181768,24,GCN
108466,2.4083333,3.8292346,3,GCN
94730,-1.6434588,1.6921201,25,GCN
97365,-2.3413758,1.0506449,24,GCN
74966,2.2657466,-3.9543958,28,GCN
135627,1.8974795,-0.10112524,10,GCN
16613,1.0433226,-2.1725993,2,GCN
7481,-0.8126061,0.91150856,30,GCN
111626,-4.1008286,-0.25474358,16,GCN
35178,-3.0051646,-0.10758948,30,GCN
126884,4.931341,-1.5043005,9,GCN
81917,-0.49109006,0.741384,24,GCN
121598,-2.4920986,-0.044499397,24,GCN
99060,1.4616799,-2.381271,9,GCN
95996,0.5484576,0.6997874,16,GCN
39246,0.8891983,1.6641297,24,GCN
100536,-2.5781887,1.3814883,16,GCN
85398,-0.30984497,3.713323,16,GCN
68854,-2.8227851,-1.5087854,24,GCN
51543,-1.165101,0.38649893,24,GCN
3316,2.2518024,-3.3033347,28,GCN
56666,1.0447688,1.475203,24,GCN
111117,-1.9261293,-2.4514608,30,GCN
75572,-1.1324067,-0.15728045,30,GCN
55615,-3.2393517,-1.0492184,24,GCN
162756,1.4624348,-0.6339233,5,GCN
7487,-3.656175,-1.0386894,16,GCN
115003,0.15505743,1.9033866,24,GCN
35567,-3.530103,-1.7706419,30,GCN
116170,-3.433669,0.27826118,25,GCN
56843,-2.059164,0.2926979,31,GCN
121129,-2.738472,0.61258006,24,GCN
163533,-2.9256988,0.48917198,1,GCN
144130,-3.164647,-0.67213154,16,GCN
169304,0.94756603,3.0320187,31,GCN
88050,2.6580963,-2.4485788,28,GCN
77828,1.1714644,5.3772244,16,GCN
136207,4.285784,-3.8029196,4,GCN
149416,-0.66085124,0.77130485,16,GCN
150342,-0.26133847,-2.4638839,26,GCN
169208,1.2910604,-2.2052999,26,GCN
31218,-2.853218,0.43534493,16,GCN
113621,-1.1135335,-0.18150616,24,GCN
22405,-2.817518,1.4216924,16,GCN
103731,4.2900724,3.6933765,0,GCN
126808,1.9176631,-1.4627362,8,GCN
32431,0.97515345,3.5928931,27,GCN
140204,4.0976095,9.378456,27,GCN
23795,3.5980215,0.25392294,26,GCN
106966,-0.07121134,2.3321538,24,GCN
85954,0.9966965,-1.4954101,22,GCN
53093,-3.0975728,-1.4250536,31,GCN
141461,1.861217,-2.513551,26,GCN
93416,1.3513565,1.5795074,19,GCN
28562,-2.127789,-1.5602554,24,GCN
85895,-2.5695775,3.6986327,16,GCN
2079,-0.7200844,-0.9581127,8,GCN
20434,-0.12656617,4.576594,25,GCN
140019,-1.7786832,3.34839,16,GCN
98611,0.7135906,4.4858274,16,GCN
125638,-3.9144204,-2.4839735,16,GCN
71084,-4.0282226,-1.9404991,16,GCN
11492,-3.9162989,-1.057615,16,GCN
60459,3.7679815,-1.7647645,8,GCN
69727,-2.9684796,1.5182381,16,GCN
105692,-0.34064698,-0.8155544,24,GCN
70037,3.3052578,-1.7001768,39,GCN
36485,-0.9429734,2.8942823,16,GCN
95195,2.970367,-3.3845525,4,GCN
81631,0.06911564,1.9880967,30,GCN
24949,0.3746934,2.2622752,16,GCN
16611,-1.7058887,1.1342978,30,GCN
167479,1.4324503,-4.5162067,5,GCN
3721,0.7171645,-0.003247738,37,GCN
3698,-3.111216,-0.40641952,16,GCN
126425,-0.8638003,1.7083936,30,GCN
91249,3.70406,-3.6096964,5,GCN
144964,-3.1008182,1.4436059,16,GCN
8833,-3.3222256,-2.2701738,31,GCN
2036,-2.6853576,0.6558559,16,GCN
10249,-3.6899507,-2.1644366,4,GCN
107930,3.8555493,1.1479115,32,GCN
43650,3.198358,-1.1589514,34,GCN
139977,-1.3296411,2.9878888,16,GCN
102986,-1.4857607,0.8701234,24,GCN
40516,3.3428779,2.5263176,13,GCN
28491,-0.9485252,2.4235086,4,GCN
18008,-2.8914387,-0.24166226,30,GCN
50224,1.2539706,-3.6900063,8,GCN
152938,-3.0143285,0.3881116,16,GCN
3670,-4.0166507,-1.336284,16,GCN
28485,2.051947,1.853271,27,GCN
87130,-3.827713,-1.2638683,16,GCN
154275,-0.9735508,3.555593,24,GCN
118993,1.3911409,0.7605827,34,GCN
17019,-1.5761166,0.2947898,24,GCN
35741,-1.4510963,-1.1325911,10,GCN
8897,2.1068878,0.7740476,33,GCN
159587,5.550269,-0.65669966,34,GCN
154470,-0.8878994,6.271648,16,GCN
133503,1.2989683,3.1860127,16,GCN
83328,0.79951096,-0.7220299,6,GCN
30165,-2.6537576,-0.81339717,24,GCN
165128,3.07516,-2.4547124,2,GCN
20611,-2.4693437,-1.6724079,30,GCN
83031,2.5445294,-2.5062866,19,GCN
52518,3.5177026,-2.1530216,4,GCN
66338,-1.558456,0.012798071,27,GCN
52949,-3.2397764,-0.40497565,16,GCN
165343,-0.7972286,-3.3625727,8,GCN
117645,1.8084683,0.3837464,8,GCN
106606,3.3527117,4.349722,24,GCN
64432,-2.1676133,1.9523959,16,GCN
64887,4.3569994,-1.2036049,36,GCN
100010,-3.9069238,-1.1545378,16,GCN
90744,-1.173945,-0.59729147,24,GCN
79409,3.9840899,-2.1062806,28,GCN
27676,-1.7569697,2.453742,24,GCN
88279,-3.430142,-2.9480906,30,GCN
12937,-1.3651426,-2.7073755,28,GCN
85891,1.2468576,4.1210165,24,GCN
100024,-2.3459644,1.7937689,24,GCN
50439,3.0964494,-2.4637017,8,GCN
6226,1.7772512,-2.6567435,4,GCN
42398,-2.110785,-1.5231906,16,GCN
150697,0.057436466,-0.53435683,24,GCN
125497,0.43174553,0.58866763,10,GCN
91287,0.8936815,-2.7228513,34,GCN
142332,-0.9716816,2.2836103,24,GCN
144144,-2.7534385,-0.3888836,30,GCN
154564,-0.75160646,2.1629725,24,GCN
70310,-0.3215692,2.088204,24,GCN
154619,-3.0424328,0.3792901,16,GCN
38298,-2.1982276,-0.5550842,24,GCN
68933,-3.8444333,0.52717996,16,GCN
147641,2.0066557,4.4893093,24,GCN
47755,-1.0471573,-1.7896786,28,GCN
35613,3.2262115,2.8053837,10,GCN
130840,2.0729952,-3.3791463,28,GCN
105173,-2.6164322,-1.2148737,24,GCN
83174,-1.6494052,0.32564878,16,GCN
59652,-1.0939682,1.384274,23,GCN
32502,-4.188977,-2.061677,16,GCN
51196,0.8266244,-0.2831986,19,GCN
146478,4.6829615,-2.8801718,39,GCN
63467,2.049632,-1.6753753,5,GCN
134892,-0.026089191,0.9197011,24,GCN
113559,-2.890458,-0.07612467,16,GCN
100395,3.6330938,-1.1199582,4,GCN
54061,1.9880567,-0.41430402,31,GCN
82942,-2.2910295,-1.675034,24,GCN
17236,1.3123388,-2.7857687,28,GCN
154851,0.734694,1.1074591,7,GCN
1875,-2.9240437,0.85062456,16,GCN
166709,-3.757185,-0.9265928,16,GCN
118181,3.7534304,-3.403546,34,GCN
91331,-1.5461583,3.042348,24,GCN
157368,1.4403882,-2.7729485,2,GCN
41812,2.4232564,-0.5747168,23,GCN
107068,1.0580788,-1.9280739,36,GCN
165164,-1.7364597,1.805727,27,GCN
55448,-2.595899,0.11865711,16,GCN
45785,-1.5202162,1.6535592,24,GCN
113743,1.9515638,4.03654,24,GCN
35577,2.6263618,-2.8724177,4,GCN
163849,-0.58217764,7.4148774,16,GCN
156142,5.0812664,1.7041254,18,GCN
56908,-0.4630263,2.1810389,24,GCN
133526,-1.6800466,1.2677889,16,GCN
77671,-3.2454934,-1.3302397,24,GCN
118901,-3.8271613,-1.1134815,16,GCN
25013,-3.3537378,-0.23210883,24,GCN
78937,0.39263773,0.11100769,4,GCN
148225,2.340948,-3.1197364,4,GCN
142360,1.56179,2.7138238,24,GCN
160064,-1.313513,-0.6014633,30,GCN
36773,-0.46470046,-1.9219778,26,GCN
24617,1.7982774,1.488419,24,GCN
119751,-0.095944405,1.542758,19,GCN
46049,-0.1988275,3.93087,24,GCN
64901,-3.6562228,-1.9961877,24,GCN
48983,-4.217255,-1.5213356,16,GCN
100533,1.2962317,1.2260284,24,GCN
62256,3.9733453,-2.9460924,28,GCN
51639,-2.414643,-0.09861684,16,GCN
31155,1.4049654,2.330768,27,GCN
98689,3.4236965,0.34717274,36,GCN
63471,-2.735816,-1.7618843,24,GCN
26434,2.1530833,-1.0991542,5,GCN
151946,2.4000506,-1.8311819,4,GCN
148081,-1.7212338,1.9470811,30,GCN
17067,0.11039162,3.277957,1,GCN
24917,3.508368,-2.424498,28,GCN
153294,5.1813784,-3.5387928,4,GCN
157260,-1.6206036,-2.507277,24,GCN
34261,-2.9505744,-1.0401471,27,GCN
5109,-2.97402,0.052103758,16,GCN
111852,2.902659,4.518329,27,GCN
115116,-1.804281,2.1093554,24,GCN
84604,-4.5541606,-1.609814,16,GCN
161372,1.484292,0.4645965,30,GCN
58010,3.2291584,0.6722388,31,GCN
68223,-2.70528,-2.0595136,7,GCN
162654,-0.6476474,1.4491463,24,GCN
700,0.7751074,-2.123002,28,GCN
92488,3.7636023,1.709631,27,GCN
15433,1.0795035,2.4290047,16,GCN
23279,0.39901257,-0.2694037,24,GCN
34328,2.3785424,4.8145757,24,GCN
67136,1.2298813,0.7004156,24,GCN
28954,2.5204663,4.3150268,24,GCN
92580,-2.210693,-0.5443933,24,GCN
71094,-0.37455153,3.765222,10,GCN
80703,3.4325595,2.7425642,11,GCN
150862,-2.6934376,1.2217441,16,GCN
152037,-3.6443632,-1.6790094,24,GCN
74123,-0.47037387,-0.8450446,24,GCN
88055,1.0164981,-2.3455968,4,GCN
77989,-2.8803058,-0.5837469,30,GCN
53049,-0.87115765,0.27344942,10,GCN
145037,1.3901591,2.3201966,17,GCN
81415,3.6144857,3.0024805,24,GCN
76285,3.7434945,-0.71463966,10,GCN
105253,5.137986,0.70953727,18,GCN
81471,0.07566881,0.87513685,24,GCN
64812,-2.4412608,-2.0912728,24,GCN
161894,1.3609824,-2.959961,21,GCN
19334,0.46669865,1.9241228,24,GCN
116272,3.4084163,-3.8959587,5,GCN
156878,2.5438852,-0.78725934,26,GCN
95086,-0.3017707,3.6110349,16,GCN
101247,1.8769965,2.0899239,10,GCN
83228,-3.9512413,-1.0428495,16,GCN
150732,1.5124655,1.9203334,31,GCN
77781,-0.49849558,-0.016821623,37,GCN
146409,2.2602592,-3.3192172,9,GCN
145604,-2.061285,-0.8600385,24,GCN
113611,-2.1810107,0.49919462,24,GCN
97740,0.8499479,-0.47874498,6,GCN
13042,1.2490711,-1.9872302,14,GCN
78925,2.2947798,-0.6196165,2,GCN
85375,2.9246068,-2.0149896,5,GCN
74968,-3.978513,-1.388586,16,GCN
150832,-2.1156082,0.3222952,30,GCN
169230,-3.198021,-1.4317014,30,GCN
6093,-2.9909844,1.959517,16,GCN
85893,1.7128491,-4.491829,28,GCN
72935,-1.8723953,-0.52040195,16,GCN
130793,2.9822035,-3.0704381,9,GCN
133379,-1.7920227,3.5048833,16,GCN
37838,-3.5473943,-1.4002315,16,GCN
121526,-3.0071235,1.3172317,16,GCN
117182,-4.0348907,-1.4437265,16,GCN
130923,-0.25498056,2.6822786,1,GCN
69726,0.95372105,5.8065734,24,GCN
159582,-1.4947319,4.428502,27,GCN
35524,-3.7575324,-1.3481432,16,GCN
156110,4.9540186,-3.037547,36,GCN
14197,0.45179272,-0.6807687,10,GCN
68777,-3.571168,0.34277177,16,GCN
64788,2.272852,-3.1387537,28,GCN
8415,-2.8527932,1.6334786,16,GCN
70273,0.4573722,0.7314513,24,GCN
118511,0.6379256,3.9539971,24,GCN
11613,-1.584558,0.5231092,30,GCN
96361,-4.002251,-1.4216774,16,GCN
107716,-0.375144,2.805348,24,GCN
88459,1.8337688,-4.3530397,9,GCN
106535,6.270378,-2.997011,8,GCN
97377,-2.1068437,-1.1431174,24,GCN
109253,0.8674331,0.26150274,24,GCN
51723,2.5066576,-0.84552956,28,GCN
21905,-2.8450513,0.69682884,16,GCN
166507,0.29640484,-4.407216,5,GCN
98531,1.8221211,-4.0965943,8,GCN
24968,-1.3891757,3.6656895,16,GCN
96414,4.827944,-4.1464334,5,GCN
70208,1.5202456,-4.259077,2,GCN
97863,4.656847,-3.988507,34,GCN
45073,3.7688026,-0.06492686,3,GCN
87253,3.321951,-1.7321144,28,GCN
53899,-0.057094574,3.681831,16,GCN
46256,-1.8102262,2.3218966,24,GCN
167908,2.43748,0.13160396,21,GCN
89897,-2.5411506,0.61537766,16,GCN
154738,-0.9935868,-0.9893999,11,GCN
47179,-2.8802056,0.4292314,16,GCN
18009,-4.1746683,-1.1902313,16,GCN
142917,1.7312241,0.61145425,6,GCN
102612,0.33275127,1.7157531,24,GCN
108396,-0.13939905,6.263285,16,GCN
71482,1.0035748,-0.82069206,23,GCN
34334,-1.6900222,2.7684703,16,GCN
118838,-1.4761221,-2.316746,24,GCN
49000,-2.0069494,3.3347297,16,GCN
32917,-0.61230254,1.9986725,16,GCN
121032,4.9384575,0.067579746,4,GCN
138783,1.007124,0.25663328,10,GCN
12625,-3.0915625,-1.7113206,30,GCN
138782,-3.8817472,-0.11055875,16,GCN
134863,-2.3241544,1.1860442,16,GCN
101749,-2.7488375,0.5715101,16,GCN
108274,-2.4492955,0.86634827,24,GCN
150287,2.1401978,0.8363502,8,GCN
162620,1.8274708,-3.5123873,20,GCN
108416,0.07165289,3.051505,16,GCN
133047,2.1694465,-0.41409612,20,GCN
126357,0.3133626,5.205704,16,GCN
39284,-1.5707729,0.41989946,30,GCN
118972,-3.0126348,-0.51306796,23,GCN
24899,-2.2372518,2.7492766,16,GCN
66328,-0.6856935,0.28693247,10,GCN
41734,2.148415,-0.84721684,26,GCN
123656,3.6120439,-2.9635122,34,GCN
167882,1.9166174,3.8640046,16,GCN
66275,4.238036,3.3983622,24,GCN
27221,-2.1041055,-1.2779742,30,GCN
11087,-2.76713,2.2509294,16,GCN
74141,2.1666698,1.0217938,13,GCN
27138,3.2752533,-2.2926302,34,GCN
55170,1.4508977,-1.808445,19,GCN
111020,-4.218613,-2.8731859,24,GCN
70846,2.603385,-0.8058562,23,GCN
65746,3.2457519,-2.0668812,34,GCN
112345,-3.337317,-1.1974365,24,GCN
148107,-2.193907,0.8872163,24,GCN
82726,-3.0367608,-1.0622773,16,GCN
69715,3.054387,-3.1347249,34,GCN
100487,1.6568031,-2.1056676,28,GCN
49004,-0.73444104,1.7708421,16,GCN
138843,3.0113363,-1.7926693,9,GCN
64831,-3.543873,-0.31764054,16,GCN
99235,-1.0626514,1.7639737,24,GCN
6152,2.1857119,-1.7108595,27,GCN
122477,4.009405,-2.6382742,5,GCN
13843,6.970007,-4.292121,34,GCN
91336,-3.2607257,-0.59145474,16,GCN
115985,-1.9822888,2.4323273,24,GCN
130755,2.8448472,-0.88375354,8,GCN
83252,4.8444567,-0.27047348,13,GCN
21137,5.2293015,4.9466453,24,GCN
5021,-2.618484,-0.7937553,16,GCN
11618,1.1547871,-1.7075937,20,GCN
14261,2.3338346,-2.8283691,4,GCN
155903,0.23267174,0.29325056,24,GCN
9818,4.75564,-2.9934013,5,GCN
11490,4.4587584,-1.8485031,33,GCN
60468,-0.21989274,-3.656603,5,GCN
19398,0.4709444,1.1562581,10,GCN
30152,0.49771452,-0.27627516,28,GCN
14369,-3.3762712,-0.5638604,1,GCN
21166,-2.6661038,-0.66867805,24,GCN
33828,-1.4163566,1.4571371,24,GCN
46328,-1.4869967,-3.0817602,28,GCN
27201,-0.6224847,3.1855073,16,GCN
130798,-2.3929563,0.77927923,24,GCN
52970,-0.62349486,-2.4535012,24,GCN
160067,-3.1461854,-1.3251307,16,GCN
145440,1.6169515,-4.090302,8,GCN
107014,-0.5033548,0.39235353,24,GCN
142629,-0.29831266,-3.8212597,28,GCN
27224,-4.0166373,-2.5686815,16,GCN
153315,1.1647673,4.409224,16,GCN
41964,-0.3153906,1.6362057,27,GCN
158621,2.811119,-2.5765805,2,GCN
20949,-3.0133147,0.4063115,30,GCN
91280,-0.31200743,1.6633968,16,GCN
153272,-2.12852,-0.061936855,27,GCN
55617,-1.7401068,-1.0235224,5,GCN
8999,-0.3191166,-0.47551465,24,GCN
160877,2.3704576,-0.6948478,24,GCN
132236,-2.1299326,-1.9494919,24,GCN
166062,7.0834837,3.8133159,10,GCN
2615,2.051186,1.3956304,27,GCN
32441,-1.9834607,0.5489392,24,GCN
49152,1.3394861,-4.6562576,5,GCN
101269,-2.2550728,1.1733818,16,GCN
9813,3.9010863,2.3966103,19,GCN
71285,-4.714111,-1.7816912,16,GCN
169220,-3.651888,-2.3905058,30,GCN
75476,-3.1991558,-2.2548294,30,GCN
16657,-2.6846843,1.2153773,16,GCN
84112,-1.9780302,-0.022650957,24,GCN
146496,-1.6016912,1.489574,24,GCN
117616,0.32538748,-1.3641994,24,GCN
59134,-2.5413918,1.2356305,16,GCN
159919,-2.443809,0.91043615,24,GCN
17197,-0.41158056,3.42873,16,GCN
112266,0.86128044,4.9505267,26,GCN
158725,-3.8581977,-1.0838056,30,GCN
150865,-0.57080007,1.9411302,16,GCN
54262,-2.6691499,2.3997726,16,GCN
4644,-2.333406,3.136561,16,GCN
64779,1.5511584,-4.158991,5,GCN
36899,2.9308805,-1.1229875,36,GCN
125581,-0.5884695,5.9112334,16,GCN
39252,2.509616,3.4899044,24,GCN
126408,-1.5738935,0.7784653,24,GCN
122948,-1.3658779,2.472238,24,GCN
167505,-2.9559474,0.9496484,16,GCN
84108,1.6567807,-2.310682,2,GCN
86743,-1.1976714,0.18239903,24,GCN
34326,-2.0767617,2.4987888,16,GCN
47593,3.2620597,4.9048295,24,GCN
163999,-3.708099,-0.8915174,16,GCN
116278,2.682218,-2.8022168,26,GCN
117730,0.24868679,0.3647561,30,GCN
35602,1.5282764,-0.8604746,24,GCN
136976,0.5961871,3.6244135,25,GCN
83146,-0.23790765,1.7029576,6,GCN
41004,-0.78203416,-0.31321836,8,GCN
85392,3.1460037,-1.2592611,19,GCN
118734,-4.2865977,-2.8233976,16,GCN
56989,0.89521027,2.3464413,24,GCN
8396,3.480914,-3.3865738,28,GCN
137013,-2.3783498,-0.118818045,24,GCN
149414,-2.0085523,0.5457108,24,GCN
169246,1.8973947,-1.7314711,8,GCN
63067,-2.6317043,0.20802164,24,GCN
133107,-2.2694678,0.55410933,30,GCN
5059,-3.0609045,-0.5578985,30,GCN
118833,-4.1406283,-1.7207887,16,GCN
136917,-1.6429787,1.9599991,24,GCN
129460,-2.080899,-0.51155806,24,GCN
55576,-3.1870942,0.6154933,24,GCN
71546,0.28391457,0.9347677,24,GCN
8864,-1.6929231,0.19444108,24,GCN
157451,2.0897346,-2.8767233,22,GCN
164006,1.0144739,-3.6173525,28,GCN
96028,-1.5799866,1.0919847,24,GCN
89453,1.9557133,-1.7562875,24,GCN
51188,2.1037354,-2.2383456,34,GCN
112387,-3.344619,-0.97145844,30,GCN
145062,0.358984,4.3905168,18,GCN
35207,-2.6188903,0.26955104,24,GCN
72334,4.850443,-1.1861609,20,GCN
3832,-3.1487188,-1.1619935,24,GCN
149566,-3.272193,-0.9283924,16,GCN
131515,1.6714153,0.321867,26,GCN
147793,2.5639806,-0.71812224,8,GCN
104247,-4.0070777,-1.4609036,16,GCN
47185,0.7172637,3.0492654,24,GCN
96083,-1.6589599,1.4565792,16,GCN
37808,-4.085453,-1.3575218,16,GCN
53846,-0.92260957,0.08603096,16,GCN
159984,-3.9375796,-1.2669889,16,GCN
122288,-2.679431,3.2971406,16,GCN
39720,-3.5145066,-1.7849963,16,GCN
47764,-3.109014,-0.3312695,16,GCN
123698,-0.70437646,5.4428363,16,GCN
139670,4.201579,-2.981125,33,GCN
76328,0.10186911,5.899424,24,GCN
154681,-0.5558915,4.2371874,27,GCN
96509,0.8691344,1.7287822,30,GCN
60867,0.61699057,2.475348,24,GCN
95162,0.30484915,2.8598137,6,GCN
125009,1.1949458,6.1310277,24,GCN
81903,-2.7551591,1.260539,27,GCN
45102,1.4382453,0.25800657,13,GCN
15723,-3.7439897,-0.76002645,16,GCN
138380,0.8985405,-3.9368896,8,GCN
97684,-0.53509307,1.348918,24,GCN
65704,3.2834597,-2.3438272,11,GCN
94736,3.7394586,1.2168212,28,GCN
15287,-1.8268714,-0.38230014,24,GCN
35561,-3.3908782,-0.8974166,30,GCN
155793,-0.52098656,-0.6020355,10,GCN
11487,-1.5658824,-0.34976172,24,GCN
75415,4.516364,-4.2650275,34,GCN
104307,-2.7136717,3.0496874,16,GCN
101228,3.5319571,-0.58936405,34,GCN
56683,-3.3940942,0.6712923,16,GCN
55770,5.162031,3.307045,24,GCN
62233,1.8615646,-3.7663467,4,GCN
155536,1.9513845,0.6931367,13,GCN
158317,-0.6494639,0.24713111,24,GCN
145314,5.272855,-2.1547565,34,GCN
129038,0.81201553,3.5502806,25,GCN
114505,2.1279163,-1.1836098,24,GCN
1297,-2.5130959,-1.3471193,11,GCN
151949,2.960607,1.9976754,24,GCN
71633,-2.395946,2.0649204,16,GCN
125636,0.04212284,1.897306,24,GCN
53865,4.096444,-4.0509214,9,GCN
30231,-2.547741,-2.221085,30,GCN
126373,1.1205025,1.33776,13,GCN
83011,0.28853893,1.3881836,24,GCN
40515,2.542882,-3.7542982,36,GCN
107100,4.4836426,-1.3536114,39,GCN
46301,3.5314064,-0.5364561,8,GCN
116426,-1.6380823,2.803266,13,GCN
122792,0.50046825,0.23850393,8,GCN
39604,3.4402127,-3.9888334,34,GCN
126498,-3.248536,1.2744765,24,GCN
144202,0.10748625,-0.060259104,24,GCN
151985,4.452243,-1.3610401,34,GCN
124998,1.9790263,-1.9509025,28,GCN
167506,1.3001246,0.1504705,30,GCN
63038,0.8190098,-1.1583412,34,GCN
135797,-2.537826,-1.165777,24,GCN
92461,2.5399709,3.7623572,24,GCN
80226,-4.1769958,-0.38159418,16,GCN
80233,-4.234597,-2.1607556,16,GCN
106592,4.3498,3.2247634,24,GCN
80121,3.333198,0.0042979717,19,GCN
49112,0.7598553,4.4491954,27,GCN
38242,-3.04479,-0.23004222,16,GCN
155929,-3.7926722,0.24831223,16,GCN
19267,-4.0079193,-0.6835153,16,GCN
67419,-3.1089764,0.12334061,16,GCN
46227,2.466948,-3.073149,2,GCN
98633,-2.0320525,3.7653775,16,GCN
118854,1.2912836,1.0703564,27,GCN
26071,-2.3854706,0.5862,30,GCN
130355,-2.0156858,2.2273836,16,GCN
7532,-2.6557727,1.0883293,16,GCN
117753,-3.6833243,-0.05110383,16,GCN
155595,1.3578482,-3.3179982,22,GCN
83326,-3.0922627,-0.50115323,16,GCN
30180,-1.6871533,2.8788695,16,GCN
138760,-2.7636244,0.5912328,30,GCN
