epoch,loss,train_accuracy,validation_accuracy,learning_rate
103,1.1394327878952026,0.7444496750831604,0.7165005207061768,0.0025
104,1.1355822086334229,0.7461540699005127,0.7170374393463135,0.0025
105,1.1357543468475342,0.7460001707077026,0.7199905514717102,0.0025
106,1.137050747871399,0.7434490323066711,0.7197892069816589,0.0025
107,1.131777048110962,0.7473196983337402,0.7202925682067871,0.0025
108,1.1312847137451172,0.7479684352874756,0.7187153697013855,0.0025
109,1.131082534790039,0.7475506067276001,0.7186482548713684,0.0025
110,1.1311266422271729,0.7472206950187683,0.719118058681488,0.0025
111,1.1277003288269043,0.7478255033493042,0.7189838290214539,0.0025
112,1.12529456615448,0.7477595210075378,0.7200576663017273,0.0025
113,1.1250807046890259,0.7502556443214417,0.7200241088867188,0.0025
114,1.1257286071777344,0.7470337748527527,0.7184469103813171,0.0025
115,1.1234171390533447,0.7490240931510925,0.7189167141914368,0.0025
116,1.1239129304885864,0.7501347064971924,0.7184804677963257,0.0025
117,1.1210477352142334,0.7508494257926941,0.7187824845314026,0.0025
118,1.1183011531829834,0.7508164644241333,0.7197220921516418,0.00125
119,1.1191723346710205,0.7500796914100647,0.7195207476615906,0.00125
120,1.1184096336364746,0.7504315972328186,0.7207959890365601,0.00125
121,1.1156412363052368,0.7524768710136414,0.7200241088867188,0.00125
122,1.1151001453399658,0.7508934140205383,0.7196549773216248,0.00125
123,1.1148920059204102,0.7530816793441772,0.719856321811676,0.00125
124,1.1141254901885986,0.7518610954284668,0.721534252166748,0.00125
125,1.113088846206665,0.7521469593048096,0.7227423191070557,0.00125
126,1.1150740385055542,0.752916693687439,0.7221382856369019,0.00125
127,1.1107004880905151,0.7539063692092896,0.7216013669967651,0.00125
128,1.1117186546325684,0.75336754322052,0.7230108380317688,0.00125
129,1.111754059791565,0.7537634372711182,0.725426971912384,0.00125
130,1.1105808019638062,0.7520040273666382,0.7258297204971313,0.00125
131,1.1084043979644775,0.7540823221206665,0.723514199256897,0.00125
132,1.110448956489563,0.7533125877380371,0.7221382856369019,0.00125
133,1.106288194656372,0.7551599144935608,0.7226080894470215,0.00125
134,1.1058955192565918,0.754874050617218,0.7240511178970337,0.00125
135,1.1065465211868286,0.7538623809814453,0.7243531346321106,0.00125
136,1.1037046909332275,0.7554678320884705,0.7254940867424011,0.00125
137,1.1049429178237915,0.7550169825553894,0.7247222661972046,0.00125
138,1.1035528182983398,0.7543461918830872,0.7233799695968628,0.00125
139,1.1046347618103027,0.7547090649604797,0.72264164686203,0.00125
140,1.1021183729171753,0.7560396194458008,0.7239840030670166,0.00125
141,1.102980375289917,0.755632758140564,0.7247222661972046,0.000625
142,1.1043190956115723,0.75600665807724,0.7252927422523499,0.000625
143,1.1018078327178955,0.7562925219535828,0.7256283760070801,0.000625
144,1.101317048072815,0.7563695311546326,0.725426971912384,0.000625
145,1.1023786067962646,0.7556767463684082,0.7251249551773071,0.000625
146,1.0998104810714722,0.7571502327919006,0.7248229384422302,0.000625
147,1.0974448919296265,0.7566773891448975,0.7253598570823669,0.000625
148,1.1016069650650024,0.7571172118186951,0.7264001965522766,0.000625
149,1.099060297012329,0.755830705165863,0.7266015410423279,0.000625
150,1.097717046737671,0.7571502327919006,0.7264337539672852,0.000625
